CUI,STR
C0482549,insulina^2 horas después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0482549,insulina^2 horas después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0482549,Insuline T02h après tolbutamide IV [Masse/Volume] Sérum/Plasma ; Numérique
C0482549,Insulina^2 H pos dosis de tolbutamida IV:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482549,Insulin 2H p TBM IV SerPl-mCnc
C0482549,Insulina^2h post dose tolbutamide EV:MCnc:Pt:Siero/Plasma:Qn
C0482549,인슐린^톨뷰타마이드 정맥내 투여 후 2 시간:질량농도:검사시점:혈청/혈장:정량
C0482549,胰岛素^在静脉注射甲苯磺丁脲之后2小时:质量浓度:时间点:血清/血浆:定量型
C0482549,Insuline T02h après tolbutamide IV:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0482549,insuline^2 uur na dosis tolbutamide IV:massa/volume:moment:serum of plasma:kwantitatief
C0482550,Insulin [Mass/volume] in Serum or Plasma --30 minutes post dose tolbutamide IV
C0482550,Insulin 30M p TBM IV SerPl-mCnc
C0482550,Insulin^30M post dose tolbutamide IV:MCnc:Pt:Ser/Plas:Qn
C0482550,Insulin^30 minutes post dose tolbutamide Intravenous:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482550,insulina^30 minutos después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0482550,Insulina^30M pos dosis de tolbutamida IV:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482550,Инсулин^30 минут после дозы толбутамида внутривенно:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482550,insulina^30 minutos después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0482550,Insuline T30min après tolbutamide IV [Masse/Volume] Sérum/Plasma ; Numérique
C0482550,Insuline T30min après tolbutamide IV:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0482550,İnsülin^30dk snr IV tolbutamid dozu:KütlKons:Zmlı:Ser/Plaz:Kant
C0482550,Insulina^30 min após dose de tolbutamida EV:MCnc:Pt:Sor/Plas:Qn
C0482550,Insulina^30Minuti post dose tolbutamide EV:MCnc:Pt:Siero/Plasma:Qn
C0482550,인슐린^톨뷰타마이드 정맥내 투여 후 30 분:질량농도:검사시점:혈청/혈장:정량
C0482550,胰岛素^在静脉注射甲苯磺丁脲之后30分钟:质量浓度:时间点:血清/血浆:定量型
C0482550,insuline^30 minuten na dosis tolbutamide IV:massa/volume:moment:serum of plasma:kwantitatief
C0482551,Insulin [Mass/volume] in Serum or Plasma --3 hours post dose tolbutamide IV
C0482551,Insulin^3H post dose tolbutamide IV:MCnc:Pt:Ser/Plas:Qn
C0482551,Insulin^3 hours post dose tolbutamide Intravenous:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482551,Insulin 3h p TBM IV SerPl-mCnc
C0482551,insulina^3 horas después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0482551,Insulina^3 H pos dosis de tolbultamida IV:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482551,Insuline T03h après tolbutamide IV [Masse/Volume] Sérum/Plasma ; Numérique
C0482551,인슐린^톨뷰타마이드 정맥내 투여 후 3시간:질량농도:검사시점:혈청/혈장:정량
C0482551,胰岛素^在静脉注射甲苯磺丁脲之后3小时:质量浓度:时间点:血清/血浆:定量型
C0482551,insulina^3 horas después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0482551,Insuline T03h après tolbutamide IV:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0482551,İnsülin^3Sa snr IV tolbutamid dozu:KütlKons:Zmlı:Ser/Plaz:Kant
C0482551,Insulina^3h post dose tolbutamide EV:MCnc:Pt:Siero/Plasma:Qn
C0482551,Инсулин^3 часа после дозы толбутамида внутривенно:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482551,Insulina^3 hs após dose de tolbutamida EV:MCnc:Pt:Sor/Plas:Qn
C0482551,Insulin 3H p TBM IV SerPl-mCnc
C0482551,insuline^3 uur na dosis tolbutamide IV:massa/volume:moment:serum of plasma:kwantitatief
C0482552,Insulin [Mass/volume] in Serum or Plasma --pre dose tolbutamide IV
C0482552,Insulin^pre dose tolbutamide IV:MCnc:Pt:Ser/Plas:Qn
C0482552,Insulin pre TBM IV SerPl-mCnc
C0482552,Insulin^pre dose tolbutamide Intravenous:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482552,Insulina^pre dose tolbutamide EV:MCnc:Pt:Siero/Plasma:Qn
C0482552,인슐린^톨뷰타마이드 정맥내 투여 전:질량농도:검사시점:혈청/혈장:정량
C0482552,Инсулин^до дозы толбутамида внутривенно:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482552,insulina^antes de dosis de tolbutamida endovenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0482552,Insulina^pre dosis de tolbutamida IV:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482552,insulina^antes de dosis de tolbutamida endovenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0482552,胰岛素^在静脉注射甲苯磺丁脲之前:质量浓度:时间点:血清/血浆:定量型
C0482552,Insuline avant tolbutamide IV [Masse/Volume] Sérum/Plasma ; Numérique
C0482552,Insulina^pré dose de tolbutamida EV:MCnc:Pt:Sor/Plas:Qn
C0482552,Insuline avant tolbutamide IV:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0482552,İnsülin^önc IV tolbutamid dozu:KütlKons:Zmlı:Ser/Plaz:Kant
C0482552,insuline^voor dosis tolbutamide IV:massa/volume:moment:serum of plasma:kwantitatief
C0482553,Insulin^pre 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0482553,Insulin pre 75 g Glc PO SerPl-mCnc
C0482553,Insulin [Mass/volume] in Serum or Plasma --pre 75 g glucose PO
C0482553,Insulin^pre 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482553,Insulina^pre 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0482553,Insuline^Pré 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0482553,"Insuline avant glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0482553,insulina^antes de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0482553,Insuliin^enne 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0482553,İnsülin^önc 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0482553,Инсулин^до 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482553,"Insuline avant glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0482553,insulina^antes de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0482553,Insulina^pré 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0482553,胰岛素^在口服75 g葡萄糖之前:质量浓度:时间点:血清/血浆:定量型
C0482553,Insulina^pre 75 g de glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482553,인슐린^포도당 75g 경구 투여 전:질량농도:검사시점:혈청/혈장:정량
C0482553,Insuline^pré 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0482553,insuline^voor 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0484601,Insulin^30M post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0484601,Insulin [Mass/volume] in Serum or Plasma --30 minutes post 75 g glucose PO
C0484601,Insulin 30M p 75 g Glc PO SerPl-mCnc
C0484601,Insulin^30 minutes post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0484601,Insulina^30 min após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0484601,Insulina^30M pos 75 g de glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0484601,Insuliin^30 minutit pärast 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0484601,Insuline^30 min post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0484601,"Insuline T30min après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0484601,insulina^30 minutos después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0484601,胰岛素^在口服75 g葡萄糖之后30分钟:质量浓度:时间点:血清/血浆:定量型
C0484601,"Insuline T30min après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0484601,Insulina^30Minuti post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0484601,인슐린^포도당 75g 경구 투여 후 30분:질량농도:검사시점:혈청/혈장:정량
C0484601,İnsülin^30dk snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0484601,Инсулин^30 минут после приема 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0484601,insulina^30 minutos después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0484601,insuline^30 minuten na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0484602,Insulin [Mass/volume] in Serum or Plasma --6 hours post 75 g glucose PO
C0484602,Insulin^6H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0484602,Insulin^6 hours post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0484602,Insulin 6h p 75 g Glc PO SerPl-mCnc
C0484602,insulina^6 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0484602,Insulina^6 hs após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0484602,Insuline^6 h post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0484602,insulina^6 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0484602,胰岛素^在口服75 g葡萄糖之后6小时:质量浓度:时间点:血清/血浆:定量型
C0484602,Insuliin^6 tundi pärast 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0484602,Insulina^6h post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0484602,Insulin 6H p 75 g Glc PO SerPl-mCnc
C0484602,İnsülin^6Sa snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0484602,Insulina^6H pos 75 g de glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0484602,"Insuline T06h après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0484602,Инсулин^6 часов после 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0484602,"Insuline T06h après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0484602,인슐린^포도당 75g 경구 투여 후 6시간:질량농도:검사시점:혈청/혈장:정량
C0484602,insuline^6 uur na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0496967,Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs
C0496967,Poison-insulin/antidiab
C0496967,Poisoning by insulins and antidiabetic agents
C0550041,Insulin^7H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0550041,Insulin [Mass/volume] in Serum or Plasma --7 hours post 75 g glucose PO
C0550041,Insulin^7 hours post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0550041,Insulin 7h p 75 g Glc PO SerPl-mCnc
C0550041,Insulina^7H pos 75 g glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0550041,"Insuline T07h après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0550041,胰岛素^在口服75 g葡萄糖之后7小时:质量浓度:时间点:血清/血浆:定量型
C0550041,Insuline^7 h post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0550041,Insulin 7H p 75 g Glc PO SerPl-mCnc
C0550041,insulina^7 horas después de la administración de 75 gr de glucosa v.o.:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0550041,Insulina^7h post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0550041,인슐린^포도당 75g 경구 투여 후 7시간:질량농도:검사시점:혈청/혈장:정량
C0550041,Insulina^7 hs após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0550041,"Insuline T07h après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0550041,Insuliin^7 tundi pärast 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0550041,İnsülin^7Sa snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0550041,Инсулин^7 часов после 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0550041,insulina^7 horas después de la administración de 75 gr de glucosa v.o.:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0550041,insuline^7 uur na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0597166,pancreatic islet function
C0597296,protein bound insulin
C0705930,"Insulin, Regular, Pork 500 UNT/ML Injectable Solution"
C0705930,"INSULIN,REGULAR,PORK/PURIFIED CONC 500UNT/ML INJ"
C0705930,"INSULIN,REGULAR,PORK/PURIFIED CONC 500UNT/ML INJ [VA Product]"
C0773219,"Ultralente Insulin, Human 100 UNT/ML Injectable Suspension"
C0773219,INSULIN HUMAN ULTRALENTE 100 UNIT/ML
C0773219,"INSULIN,ULTRALENTE,HUMAN 100UNT/ML INJ"
C0773219,"INSULIN,ULTRALENTE,HUMAN 100UNT/ML INJ [VA Product]"
C0773219,"Insulin, human Ultralente 100 UNT/ML Injectable Suspension"
C0885447,homeopathic preparation insulin
C0885447,"insulin, homeopathic drug"
C0885447,"Insulinum, homeopathic preparation"
C0977786,Humulin N 100 UNT/ML Injectable Suspension
C0977786,INSULIN NPH HUMAN 100 UNIT/ML HUMULIN N
C0977786,"Insulin human 100 [iU] in 1 mL SUBCUTANEOUS INJECTION, SUSPENSION [Humulin N]"
C0977786,INSULIN NPH HUMAN 100 U/ML INJ HUMULIN N
C0977786,INSULIN NPH HUMAN 100 U/ML INJ HUMULIN N [VA Product]
C0977786,"INSULIN HUMAN 100 [iU] in 1 mL SUBCUTANEOUS INJECTION, SUSPENSION [Humulin N]"
C0977786,HumuLIN N 100 UNT/ML Injectable Suspension
C0977786,"insulin human, isophane 100 UNT/ML Injectable Suspension [HumuLIN N]"
C0977786,"insulin human, isophane 100 UNT/ML Injectable Suspension [Humulin N]"
C0977794,"Regular Insulin, Human 100 UNT/ML Injectable Solution"
C0977794,INSULIN HUMAN REGULAR 100 UNIT/ML INJ
C0977794,INSULIN HUMAN BUFFERED REG 100 UNIT/ML
C0977794,"INSULIN,REGULAR,HUMAN BUFFERED 100UNT/ML INJ"
C0977794,"INSULIN,REGULAR,HUMAN 100UNT/ML INJ [VA Product]"
C0977794,"INSULIN,REGULAR,HUMAN BUFFERED 100UNT/ML INJ [VA Product]"
C0977794,"INSULIN,REGULAR,HUMAN 100UNT/ML INJ"
C0977794,"Insulin, human Regular 100 UNT/ML Injectable Solution"
C0977794,"regular insulin, human 100 UNT/ML Injectable Solution"
C0977828,"Insulin, Regular, Pork 100 UNT/ML Injectable Solution"
C0977828,INSULIN REGULAR PORK 100 UNIT/ML NOVO
C0977828,INSULIN REG PURE PORK 100 UNIT/ML NOVO
C0977828,INSULIN PORK REGULAR 100 UNIT/ML INJ
C0977828,INSULIN PURIFIED PORK REG 100UNIT/ML INJ
C0977828,"INSULIN,REGULAR,PORK/PURIFIED 100UNT/ML INJ"
C0977828,INSULIN REG PURE PORK 100 U/ML INJ NOVO [VA Product]
C0977828,INSULIN REGULAR PORK 100 U/ML INJ NOVO
C0977828,INSULIN REGULAR PORK 100 U/ML INJ NOVO [VA Product]
C0977828,"INSULIN,REGULAR,PORK 100UNT/ML INJ"
C0977828,"INSULIN,REGULAR,PORK/PURIFIED 100UNT/ML INJ [VA Product]"
C0977828,"INSULIN,REGULAR,PORK 100UNT/ML INJ [VA Product]"
C0977828,INSULIN REG PURE PORK 100 U/ML INJ NOVO
C0977839,"Ultralente Insulin, Beef 100 UNT/ML Injectable Suspension"
C0977839,INSULIN ULTRALENTE BEEF 100 U/ML IJ NOVO
C0977839,INSULIN BEEF ULTRALENTE 100U/ML INJ
C0977839,INSULIN PUR BEEF ULTRALENTE 100U/ML INJ
C0977839,"INSULIN,ULTRALENTE,BEEF 100UNT/ML INJ [VA Product]"
C0977839,INSULIN ULTRALENTE BEEF 100 U/ML IJ NOVO [VA Product]
C0977839,"INSULIN,ULTRALENTE,BEEF 100UNT/ML INJ"
C0977839,"INSULIN,ULTRALENTE,BEEF/PURIFIED 100UNT/ML INJ"
C0977839,"INSULIN,ULTRALENTE,BEEF/PURIFIED 100UNT/ML INJ [VA Product]"
C1145751,insulin activity
C1145751,insulin
C1145751,obsolete insulin
C1159530,positive regulation of glucose import
C1159530,up-regulation of glucose import
C1159530,upregulation of glucose import
C1159530,up regulation of glucose import
C1159530,positive regulation of glucose uptake
C1256369,insulin secretion
C1533581,Therapeutic Insulin
C1533581,Recombinant Insulin
C1533581,INSULIN
C1533581,Insulin
C1572077,NOVOLIN PEN INSULIN DELIVERY SYSTEM 3ML
C2739803,Insulin:-:Point in time:^Patient:-
C2739803,Insulin:-:Pt:^Patient:-:CMS Assessment
C2739803,Insulin [CMS Assessment]
C2739803,Insulin:-:Point in time:^Patient:-:CMS Assessment
C3714501,INSULIN
C3714501,[HS501] INSULIN
C3714501,Insulin Drug Class
C4049919,INSULINS
C4049919,Insulin Sensitivity
C4049919,Insulin Sensitivity Measurement
C0013203,Drug Resistance
C0013203,"Resistance, Drug"
C0013203,Drug resistance
C0013203,drug resistance
C0013203,drugs resistance
C0013203,resistance drug
C0013203,Drug Resistance Process
C0013203,obsolete drug resistance
C0013203,Drug resistance NOS
C0013220,Drug Tolerance
C0013220,Drug Tolerances
C0013220,"Tolerance, Drug"
C0013220,"Tolerances, Drug"
C0013220,Drug tolerance
C0013220,drug tolerance
C0013220,Tolerance
C0013220,drug tolerances
C0013220,drugs tolerance
C0524620,"Syndrome X, Reaven"
C0524620,Dysmetabolic syndrome x
C0524620,Metabolic Syndrome X
C0524620,Metabolic Syndrome
C0524620,Insulin Resistance Syndrome X
C0524620,Metabolic X Syndrome
C0524620,"Syndrome X, Insulin Resistance"
C0524620,Metabolic Syndrome X [Disease/Finding]
C0524620,Metabolic Cardiovascular Syndrome
C0524620,Reaven Syndrome X
C0524620,Dysmetabolic Syndrome X
C0524620,"Syndrome X, Metabolic"
C0524620,Metabolic syndrome
C0524620,metabolic syndrome x
C0524620,reaven's syndrome
C0524620,metabolic x syndrome
C0524620,syndrome x insulin resistance
C0524620,dysmetabolic syndrome x
C0524620,metabolic syndromes
C0524620,metabolic syndrome
C0524620,syndrome metabolic
C0524620,METABOLIC SYNDROME
C0524620,"Cardiovascular Syndrome, Metabolic"
C0524620,"Cardiovascular Syndromes, Metabolic"
C0524620,"Syndrome, Metabolic Cardiovascular"
C0524620,Syndrome X (Metabolic)
C0524620,Insulin resistance syndrome
C0524620,Metabolic syndrome X
C0524620,metabolic syndrome X
C0524620,METABOLIC SYNDROME X
C0524620,"Syndrome X, Dysmetabolic"
C0524620,"Syndrome, Metabolic X"
C0524620,"X Syndrome, Metabolic"
C0524620,"Syndromes, Metabolic"
C0524620,Metabolic Syndromes
C0524620,"Syndrome, Metabolic"
C0524620,Reaven syndrome X
C0524620,dysmetabolic syndrome X
C0524620,Dysmetabolic syndrome X
C0598703,insulin tolerance
C3714619,insulin resistance syndrome
C3714619,Insulin Resistance Syndrome
C3714619,Insulin resistance syndrome
C4049994,Insulin Resistance
C4049994,INSULINR
C4049994,Insulin Resistance Measurement
C0156771,Preg compl NOS-unspec
C0156771,"Unspecified complication of pregnancy, unspecified as to episode of care or not applicable"
