ATUI,AUI,CNAME,CUI,CVF,DEF,SAB,SATUI,SUPPRESS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 9
AT100259238,A0129278,,C0041327,,MYCOBACTERIUM infections of the lung.,MSH,,N,,,,,,,,,,,,,,,,
AT198016779,A23879521,,C0041327,,"A bacterial infection that affects the lungs and is caused by Mycobacterium tuberculosis. Most patients with tuberculosis do not have symptoms (latent tuberculosis) and are not contagious. When signs and symptoms occur (active tuberculosis), patients become contagious. The signs and symptoms include chronic cough with blood-tinged sputum, night sweats, fever, fatigue, and weight loss.",NCI,,N,,,,,,,,,,,,,,,,
AT38152425,A0129215,,C0085388,,"A well-circumscribed mass composed of tuberculous granulation tissue that may occur in the cerebral hemispheres, cerebellum, brain stem, or perimeningeal spaces. Multiple lesions are quite common. Management of intracranial manifestations vary with lesion site. Intracranial tuberculomas may be associated with SEIZURES, focal neurologic deficits, and INTRACRANIAL HYPERTENSION. Spinal cord tuberculomas may be associated with localized or radicular pain, weakness, sensory loss, and incontinence. Tuberculomas may arise as OPPORTUNISTIC INFECTIONS, but also occur in immunocompetent individuals.",MSH,,N,,,,,,,,,,,,,,,,
AT220003784,A7599414,,C0152889,,Tuberculosis of the adrenal gland.,NCI,,N,,,,,,,,,,,,,,,,
AT38144230,A1639545,,C0275904,,"Tuberculosis of the brain, spinal cord, or meninges (TUBERCULOSIS, MENINGEAL), most often caused by MYCOBACTERIUM TUBERCULOSIS and rarely by MYCOBACTERIUM BOVIS. The infection may be limited to the nervous system or coexist in other organs (e.g., TUBERCULOSIS, PULMONARY). The organism tends to seed the meninges causing a diffuse meningitis and leads to the formation of TUBERCULOMA, which may occur within the brain, spinal cord, or perimeningeal spaces. Tuberculous involvement of the vertebral column (TUBERCULOSIS, SPINAL) may result in nerve root or spinal cord compression. (From Adams et al., Principles of Neurology, 6th ed, pp717-20)",MSH,,N,,,,,,,,,,,,,,,,
AT220000222,A7627344,,C1112517,,An abscess resulting from infection by Mycobacterium tuberculosis.,NCI,,N,,,,,,,,,,,,,,,,
AT115063393,A17003741,,C1609538,,The dormant form of TUBERCULOSIS where the person shows no obvious symptoms and no sign of the causative agent (Mycobacterium tuberculosis) in the SPUTUM despite being positive for tuberculosis infection skin test.,MSH,,N,,,,,,,,,,,,,,,,
AT219998536,A27368899,,C1609538,,"The asymptomatic presence of Mycobacterium tuberculosis in the body, which is determined by a positive result to a tuberculin skin test or interferon-gamma release assay.",NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT220004838,A27368899,,C1609538,,"The asymptomatic presence of Mycobacterium tuberculosis in the body, which is determined by a positive result to a tuberculin skin test or interferon-gamma release assay.",NCI,,N,,,,,,,,,,,,,,,,
AT220004955,A7569185,,C3203357,,Tuberculosis of the bone.,NCI,,N,,,,,,,,,,,,,,,,
AT197991938,A7568543,,C0001403,,A long-standing and persistent diminished production of adrenocortical hormones due to a disorder originating within the adrenal glands.,NCI,,N,,,,,,,,,,,,,,,,
AT203073080,A23169973,,C0001403,,"<p>Your adrenal glands are just above your kidneys. The outside layer of these glands makes hormones that help your body respond to stress and regulate your blood pressure and water and salt balance. Addison disease happens if the adrenal glands don't make enough of these hormones.</p> <p>A problem with your immune system usually causes Addison disease. The immune system mistakenly attacks your own tissues, damaging your adrenal glands. Other causes include infections and cancer.</p> <p>Symptoms include</p> <ul> <li>Weight loss </li> <li>Muscle weakness </li> <li>Fatigue that gets worse over time </li> <li>Low blood pressure </li> <li>Patchy or dark skin </li> </ul> <p>Lab tests can confirm that you have Addison disease. If you don't treat it, it can be fatal. You will need to take hormone pills for the rest of your life. If you have Addison disease, you should carry an emergency ID. It should say that you have the disease, list your medicines and say how much you need in an emergency.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT206284062,A24682993,,C0001403,,Insufficient production of steroid hormones (primarily cortisol) by the adrenal glands as a result of a primary defect in the glands themselves. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT224194322,A7568543,,C0001403,,The diminished production of adrenocortical hormones due to a pathologic process within the adrenal glands.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT43116350,A6954527,,C0001403,,"An adrenal disease characterized by the progressive destruction of the ADRENAL CORTEX, resulting in insufficient production of ALDOSTERONE and HYDROCORTISONE. Clinical symptoms include ANOREXIA; NAUSEA; WEIGHT LOSS; MUSCLE WEAKNESS; and HYPERPIGMENTATION of the SKIN due to increase in circulating levels of ACTH precursor hormone which stimulates MELANOCYTES.",MSH,,N,,,,,,,,,,,,,,,,
AT51219985,A0388277,,C0001403,,"disease characterized by hypotension, weight loss, anorexia, weakness, and sometimes a bronze-like melanotic hyperpigmentation of the skin; due to tuberculosis or autoimmune induced disease (hypofunction) of the adrenal glands that results in deficiency of aldosterone and cortisol.",CSP,,N,,,,,,,,,,,,,,,,
AT206285699,A24668297,,C0001623,,"Insufficient production of steroid hormones (primarily cortisol) by the adrenal glands as a result of a primary defect in the glands themselves. [HPO:probinson, pmid:11443143]",HPO,,N,,,,,,,,,,,,,,,,
AT43117754,A6993207,,C0001623,,"Conditions in which the production of adrenal CORTICOSTEROIDS falls below the requirement of the body. Adrenal insufficiency can be caused by defects in the ADRENAL GLANDS, the PITUITARY GLAND, or the HYPOTHALAMUS.",MSH,,N,,,,,,,,,,,,,,,,
AT198004449,A7669448,,C0003448,,Describes a drug or effect that works against tuberculosis (a contagious bacterial infection that usually affects the lungs).,NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198103019,A7669448,,C0003448,,Any agent that is active against Mycobacterium tuberculosis and can be used in the treatment of or in the prevention of tuberculosis.,NCI,,N,,,,,,,,,,,,,,,,
AT38139158,A0025333,,C0003448,,"Drugs used in the treatment of tuberculosis. They are divided into two main classes: ""first-line"" agents, those with the greatest efficacy and acceptable degrees of toxicity used successfully in the great majority of cases; and ""second-line"" drugs used in drug-resistant cases or those in which some other patient-related condition has compromised the effectiveness of primary therapy.",MSH,,N,,,,,,,,,,,,,,,,
AT51221466,A0248459,,C0003448,,drug used in the treatment of tuberculosis.,CSP,,N,,,,,,,,,,,,,,,,
AT197965421,A7569177,,C0005953,,"The soft, sponge-like tissue in the center of most bones. It produces white blood cells, red blood cells, and platelets.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT197990551,A7569177,,C0005953,,"The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.",NCI,,N,,,,,,,,,,,,,,,,
AT224196138,A7569177,,C0005953,,The tissue occupying the spaces of some bones. It consists of blood vessel sinuses and a network of hematopoietic cells.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT38149246,A0032003,,C0005953,,"The soft tissue filling the cavities of bones. Bone marrow exists in two types, yellow and red. Yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells. Red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes. Bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells.",MSH,,N,,,,,,,,,,,,,,,,
AT51219796,A0474941,,C0005953,,"soft tissue filling the cavities of bones; exists in two types, yellow and red; yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells; red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes; bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells.",CSP,,N,,,,,,,,,,,,,,,,
AT218001091,A0032008,,C0005956,,Diseases involving the BONE MARROW.,MSH,,N,,,,,,,,,,,,,,,,
AT220001357,A7631688,,C0005956,,Any disease of the bone marrow.,NCI,,N,,,,,,,,,,,,,,,,
AT220105763,A21144490,,C0005956,,"<p>Bone marrow is the spongy tissue inside some of your bones, such as your hip and thigh bones. It contains <a href='https://medlineplus.gov/stemcells.html'>stem cells</a>. The stem cells can develop into the red blood cells that carry oxygen through your body, the white blood cells that fight infections, and the platelets that help with blood clotting.</p> <p>With bone marrow disease, there are problems with the stem cells or how they develop:</p> <ul> <li>In <a href='https://medlineplus.gov/leukemia.html'>leukemia</a>, a cancer of the blood, the bone marrow makes abnormal white blood cells</li> <li>In <a href='https://medlineplus.gov/aplasticanemia.html'>aplastic anemia</a>, the bone marrow doesn't make red blood cells</li> <li>In myeloproliferative disorders, the bone marrow makes too many white blood cells</li> <li>Other diseases, such as <a href='https://medlineplus.gov/lymphoma.html'>lymphoma</a>, can spread into the bone marrow and affect the production of blood cells</li> </ul> <p>Causes of bone marrow diseases include genetics and environmental factors. Tests for bone marrow diseases include <a href='https://medlineplus.gov/bloodcounttests.html'>blood</a> and bone marrow tests. Treatments depend on the disorder and how severe it is. They might involve medicines, <a href='https://medlineplus.gov/bloodtransfusionanddonation.html'>blood transfusions</a> or a <a href='https://medlineplus.gov/bonemarrowtransplantation.html'>bone marrow transplant</a>.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51223991,A0248511,,C0005956,,condition in which there is a deviation from or interruption of the normal structure or function of the bone marrow.,CSP,,N,,,,,,,,,,,,,,,,
AT198002186,A23950459,,C0026857,,A category of diseases that involve muscles and bones.,NCI,,N,,,,,,,,,,,,,,,,
AT38141872,A0088829,,C0026857,,Diseases of the muscles and their associated ligaments and other connective tissue and of the bones and cartilage viewed collectively.,MSH,,N,,,,,,,,,,,,,,,,
AT51218734,A0319497,,C0026857,,"condition in which there is a deviation from or interruption of the normal structure or function of any muscles, bones, or cartilages of the body.",CSP,,N,,,,,,,,,,,,,,,,
AT197990592,A7572293,,C0026860,,"The system of muscles, tendons, ligaments, bones, joints and associated tissues that move the body and maintain its form.",NCI,,N,,,,,,,,,,,,,,,,
AT219997455,A7572293,,C0026860,,"The system of muscles, tendons, ligaments, bones, joints and associated tissues.",NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT32351249,A0484300,,C0026860,,"all of the muscles, the bones, and the cartilages of the body.",CSP,,N,,,,,,,,,,,,,,,,
AT38145861,A0088830,,C0026860,,"The MUSCLES, bones (BONE AND BONES), and CARTILAGE of the body.",MSH,,N,,,,,,,,,,,,,,,,
AT198047210,A16758045,,C0026912,,Any bacteria that is not assigned to the species level but can be assigned to the Mycobacterium genus level.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT198133447,A16758045,,C0026912,,"A genus of acid-fast Gram-positive, aerobic and nonmotile bacteria in the phylum Actinobacteria.",NCI,,N,,,,,,,,,,,,,,,,
AT38143545,A0089008,,C0026912,,"A genus of gram-positive, aerobic bacteria. Most species are free-living in soil and water, but the major habitat for some is the diseased tissue of warm-blooded hosts.",MSH,,N,,,,,,,,,,,,,,,,
AT51218787,A0089005,,C0026912,,"genus of gram positive, aerobic bacteria; most species are free living in soil and water, but the major habitat for some is the diseased tissue of warm blooded hosts.",CSP,,N,,,,,,,,,,,,,,,,
AT197961859,A17692740,,C0026913,,Any bacterial organism that can be assigned to the species Mycobacterium avium.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT198036592,A17692740,,C0026913,,"A species of aerobic, Gram positive, rod shaped bacteria assigned to the phylum Actinobacteria. This species is acid fast, catalase positive, niacin, peroxidase, nitrate reductase, and urease negative, and may be susceptible to pnitrobenzoate, ethambutol, pyrazinamide, rifampin, and streptomycin. M. avium is found in soil and dust particles and can cause infection when inhaled or ingested, especially causing disseminated infection in immunocompromised patients.",NCI,,N,,,,,,,,,,,,,,,,
AT38152513,A0089014,,C0026913,,"A bacterium causing tuberculosis in domestic fowl and other birds. In pigs, it may cause localized and sometimes disseminated disease. The organism occurs occasionally in sheep and cattle. It should be distinguished from the M. avium complex, which infects primarily humans.",MSH,,N,,,,,,,,,,,,,,,,
AT51225479,A0089013,,C0026913,,"bacterium causing tuberculosis in domestic fowl and other birds; in pigs, it may cause localized and sometimes disseminated disease; the organism occurs occasionally in sheep and cattle; it should be distinguished from the M. avium complex, which infects primarily humans.",CSP,,N,,,,,,,,,,,,,,,,
AT198085483,A17686554,,C0026917,,Any bacterial organism that can be assigned to the species Mycobacterium bovis.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT198134830,A17686554,,C0026917,,A species of Mycobacterium that is a member of the Mycobacterium tuberculosis complex. It is the causative agent of tuberculosis in cattle.,NCI,,N,,,,,,,,,,,,,,,,
AT32352753,A0089030,,C0026917,,bovine variety of the tubercle bacillus; it is called also Mycobacterium tuberculosis var. bovis.,CSP,,N,,,,,,,,,,,,,,,,
AT38139667,A0089032,,C0026917,,The bovine variety of the tubercle bacillus. It is called also Mycobacterium tuberculosis var. bovis.,MSH,,N,,,,,,,,,,,,,,,,
AT197960332,A16758046,,C0026926,,"An obligate anaerobic, weakly Gram-positive species of mycobacterium that is the cause of most cases of tuberculosis.",NCI,,N,,,,,,,,,,,,,,,,
AT198059525,A16758046,,C0026926,,Any bacterial organism that can be assigned to the species Mycobacterium tuberculosis.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT43117516,A0089094,,C0026926,,"A species of gram-positive, aerobic bacteria that produces TUBERCULOSIS in humans, other primates, CATTLE; DOGS; and some other animals which have contact with humans. Growth tends to be in serpentine, cordlike masses in which the bacilli show a parallel orientation.",MSH,,N,,,,,,,,,,,,,,,,
AT51225018,A0089091,,C0026926,,"species of gram positive, aerobic bacteria that produces tuberculosis in man, other primates, dogs, and some animals which have contact with man; growth tends to be in serpentine, cordlike masses in which the bacilli show a parallel orientation.",CSP,,N,,,,,,,,,,,,,,,,
