CUI	AUI	ATUI	SATUI	SAB	DEF	SUPPRESS	CVF	cui2								
C0001403	A7568543	AT197991938	NULL	NCI	A long-standing and persistent diminished production of adrenocortical hormones due to a disorder originating within the adrenal glands.	N	NULL	C0001403								
C0001403	A23169973	AT203073080	NULL	MEDLINEPLUS	<p>Your adrenal glands are just above your kidneys. The outside layer of these glands makes hormones that help your body respond to stress and regulate your blood pressure and water and salt balance. Addison disease happens if the adrenal glands don't make enough of these hormones.</p> <p>A problem with your immune system usually causes Addison disease. The immune system mistakenly attacks your own tissues, damaging your adrenal glands. Other causes include infections and cancer.</p> <p>Symptoms include</p> <ul> <li>Weight loss </li> <li>Muscle weakness </li> <li>Fatigue that gets worse over time </li> <li>Low blood pressure </li> <li>Patchy or dark skin </li> </ul> <p>Lab tests can confirm that you have Addison disease. If you don't treat it, it can be fatal. You will need to take hormone pills for the rest of your life. If you have Addison disease, you should carry an emergency ID. It should say that you have the disease, list your medicines and say how much you need in an emergency.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>	N	NULL	C0001403								
C0001403	A24682993	AT206284062	NULL	HPO	Insufficient production of steroid hormones (primarily cortisol) by the adrenal glands as a result of a primary defect in the glands themselves. [HPO:probinson]	N	NULL	C0001403								
C0001403	A7568543	AT224194322	NULL	NCI_NICHD	The diminished production of adrenocortical hormones due to a pathologic process within the adrenal glands.	N	NULL	C0001403								
C0001403	A6954527	AT43116350	NULL	MSH	An adrenal disease characterized by the progressive destruction of the ADRENAL CORTEX, resulting in insufficient production of ALDOSTERONE and HYDROCORTISONE. Clinical symptoms include ANOREXIA; NAUSEA; WEIGHT LOSS; MUSCLE WEAKNESS; and HYPERPIGMENTATION of the SKIN due to increase in circulating levels of ACTH precursor hormone which stimulates MELANOCYTES.	N	NULL	C0001403								
C0001403	A0388277	AT51219985	NULL	CSP	disease characterized by hypotension, weight loss, anorexia, weakness, and sometimes a bronze-like melanotic hyperpigmentation of the skin; due to tuberculosis or autoimmune induced disease (hypofunction) of the adrenal glands that results in deficiency of aldosterone and cortisol.	N	NULL	C0001403								
C0026912	A16758045	AT198047210	NULL	NCI_CDISC	Any bacteria that is not assigned to the species level but can be assigned to the Mycobacterium genus level.	N	NULL	C0026912								
C0026912	A16758045	AT198133447	NULL	NCI	A genus of acid-fast Gram-positive, aerobic and nonmotile bacteria in the phylum Actinobacteria.	N	NULL	C0026912								
C0026912	A0089008	AT38143545	NULL	MSH	A genus of gram-positive, aerobic bacteria. Most species are free-living in soil and water, but the major habitat for some is the diseased tissue of warm-blooded hosts.	N	NULL	C0026912								
C0026912	A0089005	AT51218787	NULL	CSP	genus of gram positive, aerobic bacteria; most species are free living in soil and water, but the major habitat for some is the diseased tissue of warm blooded hosts.	N	NULL	C0026912								
C0041327	A0129278	AT100259238	NULL	MSH	MYCOBACTERIUM infections of the lung.	N	NULL	C0041327								
C0041327	A23879521	AT198016779	NULL	NCI	A bacterial infection that affects the lungs and is caused by Mycobacterium tuberculosis. Most patients with tuberculosis do not have symptoms (latent tuberculosis) and are not contagious. When signs and symptoms occur (active tuberculosis), patients become contagious. The signs and symptoms include chronic cough with blood-tinged sputum, night sweats, fever, fatigue, and weight loss.	N	NULL	C0041327								
C0003448	A7669448	AT198004449	NULL	NCI_NCI-GLOSS	Describes a drug or effect that works against tuberculosis (a contagious bacterial infection that usually affects the lungs).	N	NULL	C0003448								
C0003448	A7669448	AT198103019	NULL	NCI	Any agent that is active against Mycobacterium tuberculosis and can be used in the treatment of or in the prevention of tuberculosis.	N	NULL	C0003448								
C0003448	A0025333	AT38139158	NULL	MSH	"Drugs used in the treatment of tuberculosis. They are divided into two main classes: first-line"" agents"	" those with the greatest efficacy and acceptable degrees of toxicity used successfully in the great majority of cases; and ""second-line"" drugs used in drug-resistant cases or those in which some other patient-related condition has compromised the effectiveness of primary therapy."""	N	NULL	C0003448							
C0003448	A0248459	AT51221466	NULL	CSP	drug used in the treatment of tuberculosis.	N	NULL	C0003448								
C0026860	A7572293	AT197990592	NULL	NCI	The system of muscles, tendons, ligaments, bones, joints and associated tissues that move the body and maintain its form.	N	NULL	C0026860								
C0026860	A7572293	AT219997455	NULL	NCI_CDISC	The system of muscles, tendons, ligaments, bones, joints and associated tissues.	N	NULL	C0026860								
C0026860	A0484300	AT32351249	NULL	CSP	all of the muscles, the bones, and the cartilages of the body.	N	NULL	C0026860								
C0026860	A0088830	AT38145861	NULL	MSH	The MUSCLES, bones (BONE AND BONES), and CARTILAGE of the body.	N	NULL	C0026860								
C0521346	A7583131	AT197979204	NULL	NCI	Pertaining to respiration.	N	NULL	C0521346								
C0016658	A7568107	AT198054234	NULL	NCI_CTCAE	A finding of traumatic injury to the bone in which the continuity of the bone is broken.	N	NULL	C0016658								
C0016658	A7568107	AT198103348	NULL	NCI	A traumatic injury to the bone in which the continuity of the bone is broken.	N	NULL	C0016658								
C0016658	A7568107	AT210375653	NULL	NCI_NICHD	A traumatic injury to the bone in which the continuity of the bone is broken.	N	NULL	C0016658								
C0016658	A21145407	AT220104517	NULL	MEDLINEPLUS	<p>A fracture is a break, usually in a bone. If the broken bone punctures the skin, it is called an open or compound fracture. Fractures commonly happen because of car accidents, <a href='https://medlineplus.gov/falls.html'>falls</a>, or <a href='https://medlineplus.gov/sportsinjuries.html'>sports injuries</a>. Other causes are <a href='https://medlineplus.gov/bonedensity.html'>low bone density</a> and <a href='https://medlineplus.gov/osteoporosis.html'>osteoporosis</a>, which cause weakening of the bones. Overuse can cause stress fractures, which are very small cracks in the bone.</p> <p> Symptoms of a fracture are</p> <ul> <li>Intense pain</li> <li>Deformity - the limb looks out of place</li> <li>Swelling, bruising, or tenderness around the injury</li> <li>Numbness and tingling</li> <li>Problems moving a limb</li> </ul> <p>You need to get medical care right away for any fracture. An x-ray can tell if your bone is broken. You may need to wear a cast or splint. Sometimes you need surgery to put in plates, pins or screws to keep the bone in place.</p>	N	NULL	C0016658								
C0016658	A7568107	AT230070756	NULL	NCI_CDISC	Localized disruption of bone or tooth structure resulting in partial or complete discontinuity. (INHAND)	N	NULL	C0016658								
C0016658	A0248509	AT51220406	NULL	CSP	breaks or rupture in bones or cartilages.	N	NULL	C0016658								
C0016658	A8411375	AT53894482	NULL	MSH	Breaks in bones.	N	NULL	C0016658								
C2984259	A19027956	AT197987470	NULL	NCI_KEGG	Normal duct epithelium progresses to infiltrating cancer through a series of histologically defined precursors (PanINs). The overexpression of HER-2/neu and activating point mutations in the K-ras gene occur early, inactivation of the p16 gene at an intermediate stage, and the inactivation of p53, SMAD4, and BRCA2 occur relatively late. Activated K-ras engages multiple effector pathways. Although EGF receptors are conventionally regarded as upstream activators of RAS proteins, they can also act as RAS signal transducers via RAS-induced autocrine activation of the EGFR family ligands. Pancreatic ductal adenocarcinoma (PDA) show elevated expression of EGF receptors (e.g. HER2/neu) and their ligands (e.g. TGF-alpha) consistent with the presence of this autocrine loop. Moreover, PDA shows extensive genomic instability and aneuploidy. Telomere attrition and mutations in p53 and BRCA2 are likely to contribute to these phenotypes. Inactivation of the SMAD4 tumour suppressor gene leads to loss of the inhibitory influence of the transforming growth factor-beta signaling pathway.	N	NULL	C2984259								
C0346647	A7606372	AT197974689	NULL	NCI	A primary or metastatic malignant tumor involving the pancreas. Representative examples include carcinoma and lymphoma. -- 2003	N	NULL	C0346647								
C0346647	A21143947	AT220107563	NULL	MEDLINEPLUS	<p>The pancreas is a gland behind your stomach and in front of your spine. It produces the juices that help break down food and the hormones that help control <a href='https://medlineplus.gov/bloodsugar.html'>blood sugar</a> levels. Pancreatic cancer usually begins in the cells that produce the juices. Some risk factors for developing pancreatic cancer include</p> <ul> <li> Smoking </li> <li> Long-term diabetes </li> <li> Chronic pancreatitis </li> <li> Certain hereditary disorders </li> </ul> <p>Pancreatic cancer is hard to catch early. It doesn't cause symptoms right away. When you do get symptoms, they are often vague or you may not notice them. They include yellowing of the skin and eyes, pain in the abdomen and back, weight loss and fatigue. Also, because the pancreas is hidden behind other organs, health care providers cannot see or feel the tumors during routine exams. Doctors use a physical exam, blood tests, imaging tests, and a biopsy to diagnose it.</p> <p>Because it is often found late and it spreads quickly, pancreatic cancer can be hard to treat. Possible treatments include surgery, radiation, chemotherapy, and targeted therapy. Targeted therapy uses substances that attack cancer cells without harming normal cells.</p> <p >NIH: National Cancer Institute</p>	N	NULL	C0346647								
C0281361	A7613545	AT198072812	NULL	NCI	An adenocarcinoma which arises from the exocrine pancreas. Ductal adenocarcinoma and its variants are the most common types of pancreatic adenocarcinoma.	N	NULL	C0281361								
C0281361	A24673796	AT206299532	NULL	HPO	The presence of an adenocarcinoma of the pancreas. [HPO:probinson]	N	NULL	C0281361								
C0030297	A7572794	AT197955185	NULL	NCI	A benign or malignant neoplasm involving the pancreas.	N	NULL	C0030297								
C0030297	A24668721	AT206296590	NULL	HPO	A tumor (abnormal growth of tissue) of the pancreas. [HPO:probinson]	N	NULL	C0030297								
C0030297	A0319656	AT51219640	NULL	CSP	new abnormal pancreatic tissue that grows by excessive cellular division and proliferation more rapidly than normal and continues to grow after the stimuli that initiated the new growth cease.	N	NULL	C0030297								
C0030297	A0097121	AT53895593	NULL	MSH	Tumors or cancer of the PANCREAS. Depending on the types of ISLET CELLS present in the tumors, various hormones can be secreted: GLUCAGON from PANCREATIC ALPHA CELLS; INSULIN from PANCREATIC BETA CELLS; and SOMATOSTATIN from the SOMATOSTATIN-SECRETING CELLS. Most are malignant except the insulin-producing tumors (INSULINOMA).	N	NULL	C0030297								
C0023014	A0078093	AT38142479	NULL	MSH	Conditions characterized by language abilities (comprehension and expression of speech and writing) that are below the expected level for a given age, generally in the absence of an intellectual impairment. These conditions may be associated with DEAFNESS; BRAIN DISEASES; MENTAL DISORDERS; or environmental factors.	N	NULL	C0023014								
C0008073	A19040378	AT198122957	NULL	NCI	A disorder diagnosed in childhood that is marked by either physical or mental impairment or both, which in turn affects the child from achieving age related developmental milestones.	N	NULL	C0008073								
C0008073	A21143773	AT220104432	NULL	MEDLINEPLUS	<p>Developmental disabilities are severe, long-term problems. They may be physical, such as blindness. They may affect mental ability, such as learning disorders. Or the problem can be both physical and mental, such as Down syndrome. The problems are usually life-long, and can affect everyday living. </p> <p>There are many causes of developmental disabilities, including</p> <ul> <li>Genetic or chromosome abnormalities. These cause conditions such as <a href='https://medlineplus.gov/downsyndrome.html'>Down syndrome</a> and <a href='https://medlineplus.gov/rettsyndrome.html'>Rett syndrome</a>.</li> <li>Prenatal exposure to substances. Drinking alcohol when pregnant can cause <a href='https://medlineplus.gov/fetalalcoholspectrumdisorders.html'>fetal alcohol spectrum disorders</a>.</li> <li>Certain viral infections during pregnancy</li> <li><a href='https://medlineplus.gov/prematurebabies.html'>Preterm birth</a></li> </ul> <p>Often there is no cure, but treatment can help the symptoms. Treatments include physical, speech, and occupational therapy. Special education classes and psychological counseling can also help.</p> <p >NIH: National Institute of Child Health and Human Development</p>	N	NULL	C0008073								
